Name	Length	EffectiveLength	TPM	NumReads
FBgn0053929	423	249.864	0	0
FBgn0267873	257	83.985	0	0
FBgn0267896	719	545.698	0.002016	0.008
FBgn0260225	1197	1023.44	0	0
FBgn0040928	1085	911.439	2.99652	21
FBgn0262789	532	358.784	0.362487	1
FBgn0058461	391	217.9	0.820948	1.375
FBgn0042701	620	446.749	0.756809	2.6
FBgn0263493	352	178.924	0.00052	0.001
FBgn0265917	359	185.922	0	0
FBgn0262163	610	436.759	0	0
FBgn0085831	237	64.01	0	0
FBgn0267108	321	147.938	12.839	14.605
FBgn0051032	770	596.678	12.424	57
FBgn0266102	391	217.9	2.97556	4.985
FBgn0053867	526	352.788	0.020108	0.055
FBgn0267026	323	149.937	0	0
FBgn0267519	2689	2515.44	2391.22	46249.6
FBgn0058005	1227	1053.44	0.196553	1.592
FBgn0039979	803	629.663	8.20251	39.713
FBgn0053318	523	349.79	1.17464	3.159
FBgn0053805	440	266.845	0.851349	1.747
FBgn0267419	780	606.675	0	0
FBgn0267892	760	586.683	0	0
FBgn0267902	582	408.768	0.000275	0.001
FBgn0262964	777	603.676	0.86175	4
FBgn0085790	1041	867.439	0.202683	1.352
FBgn0267879	601	427.763	0.000576	0.002
FBgn0085291	1130	956.439	0.251636	1.851
FBgn0263093	1186.68	1013.12	34.4598	268.439
FBgn0267952	1290	1116.44	0	0
FBgn0030117	636	462.725	0.035283	0.126
FBgn0058182	291	117.958	0	0
FBgn0052518	75	25.77	5.04682	1
FBgn0027934	1345	1171.44	0	0
FBgn0085340	423	249.864	0	0
FBgn0263744	845	671.637	0.193638	1
FBgn0263210	221	48.171	5.25644	1.947
FBtr0346869	123	48.761	18.9374	7.1
FBgn0267427	697	523.706	0	0
FBgn0263975	1131	957.439	2.71672	20
FBgn0267869	420	246.867	0.00065	0.001
FBgn0037560	966.287	792.876	46.7482	285
FBgn0263212	220	47.21	0	0
FBgn0085732	1475.6	1302.04	68.9356	690.15
FBgn0267593	610	436.759	0	0
FBgn0058100	394	220.897	7.61508	12.934
FBgn0264888	465	291.829	0	0
FBgn0037143	1446	1272.44	0	0
FBgn0262510	501	327.802	2.12484	5.356
FBgn0263771	276	102.967	0	0
FBgn0053315	421	247.866	0.524697	1
FBgn0050029	480	306.829	0	0
FBgn0085791	1041	867.439	0.165598	1.105
FBgn0085804	252	78.99	0	0
FBgn0267876	766	592.679	0	0
FBgn0267494	656	482.713	0	0
FBgn0085792	1211	1037.44	3.20993	25.605
FBgn0053013	2636	2462.44	0	0
FBgn0266211	1668	1494.44	1.91456	22
FBgn0265141	1303	1129.44	0	0
FBgn0051292	435.525	262.379	0.01892	0.038
FBgn0053294	1991.38	1817.82	1.43089	20
FBgn0000280	166	13.149	19.7813	2
FBgn0262885	102	40.113	0	0
FBgn0011812	456	282.834	0.459827	1
FBgn0265533	384.5	211.396	0	0
FBgn0052496	778	604.676	1.62364	7.549
FBgn0052009	2997.49	2823.93	0.58171	12.63
FBtr0347033	1076	902.439	0	0
FBgn0262688	493	319.807	0.406665	1
FBgn0053222	544.032	370.813	0.09704	0.276
FBgn0266940	581	407.768	0	0
FBgn0262565	802	628.664	1.02806	4.969
FBgn0263002	361	187.921	0	0
FBgn0084049	531	357.784	19.6793	54.139
FBgn0263211	352	178.924	0.001279	0.002
FBgn0267872	775	601.677	0.001013	0.005
FBgn0262031	330	156.934	39.819	48.049
FBgn0267014	274	100.969	14.4466	11.216
FBgn0039987	184	20.44	0	0
FBgn0261640	810	636.657	0.402399	1.97
FBgn0052761	71	23.954	0	0
FBgn0267863	274	100.969	0	0
FBgn0052034	74	25.271	0	0
FBgn0262795	735	561.693	0	0
FBgn0261856	450	276.839	0.939567	2
FBgn0051485	73	24.804	0	0
FBgn0267610	864	690.624	0	0
FBgn0262851	1188	1014.44	14.5554	113.534
FBgn0053416	143	43.885	26.6714	9
FBgn0267520	357	183.923	8.97352	12.69
FBgn0085765	30	9.514	13.67	1
FBgn0267424	659	485.713	0	0
FBgn0030116	1305	1131.44	0	0
FBgn0031135	363	189.921	0	0
FBgn0263213	224	51.091	4.6307	1.819
FBgn0267878	266	92.975	0	0
FBgn0058441	177	16.936	0	0
FBgn0267864	485	311.813	0.000201	0
FBgn0085500	687	513.706	0	0
FBgn0085784	479	305.818	0.003521	0.008
FBgn0262848	1188	1014.44	2.87231	22.404
FBgn0063924	307	133.945	2.43382	2.507
FBgn0262616	554	380.779	0	0
FBgn0267891	718	544.698	0.001327	0.006
FBgn0053491	369	195.918	0.003528	0.005
FBgn0050374	600	426.764	0.304746	1
FBtr0347034	740	566.691	0	0
FBgn0267898	414	240.875	0.000613	0.001
FBgn0260469	925.543	752.154	1.40809	8.144
FBgn0267874	253	79.989	0	0
FBgn0030243	4755.39	4581.83	39.7985	1402.11
FBgn0032269	1867	1693.44	0	0
FBgn0266369	2930	2756.44	21.2791	451
FBgn0032596	776.103	602.78	193.535	897
FBgn0033770	665.983	492.701	0.263962	1
FBgn0259237	2786	2612.44	0	0
FBgn0013685	525	351.789	0.739389	2
FBgn0031021	768	594.678	63.9401	292.368
FBgn0033491	3329	3155.44	6.99804	169.79
FBgn0051141	961	787.596	0.165128	1
FBgn0284082	778	604.676	0	0
FBgn0036396	1352	1178.44	6.95278	63
FBgn0036641	883.663	710.279	36.8038	201
FBgn0027594	4478.52	4304.96	135.161	4474
FBgn0261954	7845.08	7671.51	53.5549	3159.04
FBgn0029987	639	465.724	1.67551	6
FBgn0031660	1139.32	965.758	144.092	1070
FBgn0038619	937.26	763.87	17.196	101
FBgn0001341	3680	3506.44	9.71762	262
FBgn0037541	7052.37	6878.81	32.3959	1713.48
FBgn0016701	1175.62	1002.12	62.8133	484
FBgn0039110	1769.66	1596.09	68.2012	837
FBgn0038839	2837.12	2663.56	0.048827	1
FBgn0264307	3533.45	3359.89	8.31971	214.936
FBgn0263355	3529.93	3356.37	46.673	1204.51
FBgn0032482	2178.93	2005.37	148.902	2295.99
FBgn0050082	843	669.637	0.582649	3
FBgn0033698	5896	5722.44	20.1589	887
FBgn0032240	530	356.785	147.462	404.541
FBgn0029925	1070	896.439	25.3888	175
FBgn0039017	1757	1583.44	8.08049	98.382
FBgn0259711	908	734.613	14.163	80
FBgn0051140	5760.9	5587.34	7.54162	324
FBgn0036813	1221	1047.44	40.7259	328
FBgn0004379	2913.41	2739.85	26.392	555.999
FBgn0036158	782	608.675	0	0
FBgn0031816	2035.13	1861.57	12.2958	176
FBgn0034923	1675.98	1502.41	26.1839	302.481
FBgn0039582	1151	977.439	0	0
FBgn0051635	6287.96	6114.4	10.4862	492.998
FBgn0263117	5200.06	5026.5	0.058974	2.279
FBgn0030259	717	543.699	0	0
FBgn0029858	1852.24	1678.68	14.1059	182.073
FBgn0260745	2909.84	2736.28	178.569	3757
FBgn0015791	1156.07	982.518	115.558	873.001
FBgn0051453	1554.41	1380.84	62.3503	662
FBgn0025574	2102.59	1929.03	23.7991	353
FBgn0039637	3175.49	3001.93	79.0222	1824
FBgn0023095	4739.94	4566.38	1.90822	67
FBgn0014022	1444	1270.44	19.0408	186
FBgn0035134	1243	1069.44	0.60805	5
FBgn0044826	3556.98	3383.41	72.3803	1883
FBgn0030937	1405	1231.44	0	0
FBgn0085213	715	541.7	0.240086	1
FBgn0039875	2455.51	2281.95	68.8229	1207.57
FBgn0037736	3928.93	3755.37	0.242421	7
FBgn0024732	2153	1979.44	20.8934	318
FBgn0053700	1116	942.439	0	0
FBgn0260747	999.176	825.738	239.401	1520
FBgn0038011	1767	1593.44	0	0
