"ID","RNAi_1","RNAi_3","RNAi_4","Untreated_1","Untreated_3","Untreated_4","padj","log2FoldChange","pvalue","foldChange","log10padj"
"FBgn0085334",25.0594966933655,32.9612026798987,29.9770366873422,77.7244926334134,51.1798376967052,78.0118351657792,5.7582583147059e-05,1.23359247388398,4.12825765131358e-06,2.35151816030413,4.23970885662795
"FBgn0037223",4.00951947093849,8.98941891269965,10.9915801186921,37.8657784624322,30.1057868804148,28.0042485210489,3.99567297541961e-05,1.99982718864676,2.77795863197307e-06,3.99952089388605,4.39841006368493
"FBgn0037646",8.01903894187697,11.9858918835995,15.9877528999158,60.7845391107464,46.1622065499694,61.0092557065709,1.06038645124817e-09,2.22210314925984,3.69288813867523e-11,4.66573105588845,8.9745358299636
"FBgn0261552",2673.34710724824,2788.71751158416,2625.98841381118,8047.47439112111,8269.0561298206,6880.04377058199,1.76281849073281e-92,1.52004409231879,8.99511922813019e-96,2.86799814778941,91.7537924026929
"FBgn0002868",30.0713960320386,41.9506215925984,46.9640241435028,142.494903161258,109.38435899884,125.018966611826,4.50383952104635e-13,1.66330021873605,1.01694041998368e-14,3.16740251797678,12.346417092483
"FBgn0037754",63.1499316672812,86.8977161560966,76.9410608308449,266.0569170913,252.888609795484,235.035657230232,1.6454465246056e-26,1.73177298401645,1.02853526860153e-28,3.32135742142079,25.783716227284
"FBgn0037935",15.0356980160193,14.9823648544994,10.9915801186921,28.8975677739614,34.1198917978035,26.0039450552597,0.0199316237420227,1.1181526623064,0.00317827907609751,2.17068842831937,1.70045731979045
"FBgn0038237",4.00951947093849,9.98824323633295,9.9923455624474,48.826924859452,44.1551540912751,31.0047037197328,9.23085684541327e-08,2.36917853858472,4.23919946976499e-09,5.1664687303228,7.03475798413516
"FBgn0263041",58.1380323286081,41.9506215925984,42.9670859185238,92.6715104475314,97.3420442466746,136.020635673666,1.62232454477906e-06,1.18859588673578,8.71282859232024e-08,2.27930799906491,5.78986226115602
"FBgn0038832",83.1975290219736,85.8988918324634,92.9288137307608,348.763748996086,333.170708143257,357.054168643374,9.72039182954128e-46,1.98738137775434,2.48000812081676e-48,3.96516630986556,45.0123162282859
"FBgn0039094",7.01665907414235,6.99177026543306,8.99311100620266,20.9258249397651,15.0528934402074,24.0036415894705,0.0242482997129686,1.38292323041669,0.00407386282969507,2.60796269029653,1.61531870865611
"FBgn0042106",17.0404577514886,6.99177026543306,9.9923455624474,19.9293570854906,26.0916819630262,29.0044002539436,0.0400654487121296,1.14111268365231,0.00759500660622842,2.20551058380512,1.39722998902402
"FBgn0002922",11.0261785450808,6.99177026543306,11.9908146749369,21.9222927940397,27.0952081923733,21.0031863907867,0.0282460921134565,1.22238236338535,0.00494009341593938,2.333317066229,1.54904162894046
"FBgn0039109",239.568788388575,218.742526875692,245.811700836206,486.276312885971,527.854796636606,479.072680056516,2.05180635458337e-22,1.08449262328393,1.8060293209115e-24,2.12062955428237,21.6878636294785
"FBgn0039155",144.342700953786,110.869499923296,119.908146749369,954.616204395001,963.385180173274,1068.16205073144,8.66220789208327e-160,2.99302443080783,2.21002880267464e-163,7.96141259313891,159.062371397459
"FBgn0002609",21.0499772224271,20.9753107962992,15.9877528999158,38.8622463167067,44.1551540912751,39.0059175828896,0.00639994325135885,1.07268948647829,0.000840099707315762,2.10335080218595,2.19382387691158
"FBgn0026562",20872.555985838,13439.181274486,14200.122278794,52134.2016677892,61419.8193409636,69870.6000600171,9.12836154648089e-13,1.91877880230085,2.21251268507637e-14,3.78102870555257,12.0396071671731
"FBgn0039640",33.0785356352425,33.960027003532,30.9762712435869,90.6785747389823,89.3138344118973,95.0144146249875,2.63273712506564e-09,1.48841065527585,9.62666336761963e-11,2.80579704245632,8.5795925023952
"FBgn0002773",23.0547369578963,20.9753107962992,26.979333018608,50.8198605680011,41.1445754032336,61.0092557065709,0.00172021037603955,1.10730665324765,0.000184990094017265,2.1544306405226,2.76441843706568
"FBgn0024288",12.0285584128155,10.9870675599662,6.99464189371318,79.7174283419625,89.3138344118973,85.0128972960414,4.93924731434407e-22,3.08171841152578,4.5996307430427e-24,8.46622254130173,21.3063392276214
"FBgn0039827",76.1808699478312,34.9588513271653,47.9632586997475,333.816731181968,400.406965509517,384.058265431528,2.15255407593815e-17,2.81342334917849,2.99309088247555e-19,7.02950620470874,16.6670459294973
"FBgn0016715",47.1118537835272,58.9306350943644,50.9609623684817,190.325360166435,172.606511447712,188.028525784186,1.52514944842518e-22,1.81109465285607,1.32300245557995e-24,3.50908441265364,21.8166875979918
"FBgn0265706",15.0356980160193,10.9870675599662,19.9846911248948,39.8587141709812,50.176311467358,26.0039450552597,0.00235765022132994,1.33454367656767,0.000262863412864187,2.52195699825974,2.62752062596448
"FBgn0263042",25.0594966933655,17.9788378253993,24.9808639061185,54.8057319850992,51.1798376967052,63.0095591723601,6.82366816937997e-05,1.31312384556965,4.9878324544645e-06,2.48478985674494,4.16598210079
"FBgn0264475",221.525950769351,182.784851224893,202.844614917682,734.396808600329,744.616462175593,816.123814041998,2.76030402744251e-73,1.91851920014391,2.46487156424258e-76,3.78034839899267,72.5590430809171
"FBgn0052313",5.01189933867311,4.99412161816647,5.99540733746844,22.9187606483142,19.0669983575961,18.0027311921029,0.00200585432576064,1.90655424602183,0.000219546244610617,3.74912582777725,2.69770061060552
"FBgn0035344",35.0832953707118,38.9541486216985,33.9739749123211,86.6927033218842,98.3455704760217,83.0125938302522,2.09906461166484e-07,1.31121095814665,1.00682267379255e-08,2.48149742597439,6.67797419311954
"FBgn0262870",12.0285584128155,14.9823648544994,9.9923455624474,35.8728427538831,33.1163655684563,38.005765849995,0.000356136621334629,1.5318151659586,3.13022237657303e-05,2.89149411524552,3.44838336576467
"FBgn0052407",71.1689706091581,59.9294594179977,73.9433571621107,224.205267211769,226.796927832458,223.033836435497,3.79719658010192e-25,1.716954731084,2.56730984494708e-27,3.28741759490107,24.4205369189404
"FBgn0023479",1541.66023657585,1620.0930529332,1499.85106892335,3894.19637450487,4104.42227802989,3648.55352159952,2.4967215428358e-82,1.32106997822557,1.59250002732223e-85,2.49851343928606,81.6026298914305
"FBgn0040827",83.1975290219736,83.9012431851968,94.9272828432503,270.042788508398,267.941503235692,241.0365676276,1.52353915579082e-24,1.57192083215972,1.10781645465081e-26,2.97300282095913,23.8171463796918
"FBgn0029167",1494.54838279232,1369.38814770125,1259.03554086837,4461.18658358707,4986.52183362604,4556.69129506782,2.53072485589082e-119,1.76413575774276,9.68513148063844e-123,3.3967046009804,118.596755069407
"FBgn0010223",23.0547369578963,33.960027003532,27.9785675748527,65.766878382119,56.197468843441,51.0077383776249,0.00174627988771089,1.0250503665434,0.000188239125540975,2.03503042878262,2.75788614783161
"FBgn0000567",163.387918440743,150.822472868628,125.903554086837,283.993338468241,344.209496666076,289.043850806541,3.96202753041579e-13,1.0594149786418,8.84493963289658e-15,2.0840862410334,12.4020825110625
"FBgn0036821",203.483113150128,184.78249987216,196.849207580214,579.944291187777,642.256786782183,553.083908290717,1.01532436849831e-46,1.60125397754331,2.46092141873554e-49,3.03406917285806,45.993395190318
"FBgn0002945",36.0856752384464,30.9635540326321,31.9755057998317,64.7704105278445,82.2891508064672,57.0086487749925,0.000516746248400743,1.04311840792067,4.70009025525871e-05,2.06067702854605,3.28672266768523
"FBgn0036985",924.194238051321,1085.72203978939,1081.17178985681,2530.03188200303,2357.28311273648,2204.33441929971,6.3503495957099e-48,1.19798579616561,1.45817441922156e-50,2.29419146122837,47.1972023655256
"FBgn0265512",27.0642564288348,26.968256738099,27.9785675748527,98.6503175731786,100.352622934716,91.0138076934091,5.17137776833569e-13,1.82222835623974,1.18086059514235e-14,3.53626981660048,12.2863937359253
"FBgn0033782",88.2094283606467,76.9094729197637,94.9272828432503,189.328892312161,197.694667181391,207.031408709183,1.14641389847274e-12,1.19182943998264,2.88102485009733e-14,2.28442240601618,11.9406585574385
"FBgn0034010",312.742518733202,249.706080908324,257.802515511143,558.021998393737,600.108685149602,665.100902374912,1.21507676909697e-23,1.15242208660559,9.62414912683034e-26,2.22286770245559,22.9153962822781
"FBgn0260429",35.0832953707118,46.9447432107649,42.9670859185238,124.558481784316,117.412568833618,91.0138076934091,2.63273712506564e-09,1.41347640921833,9.63892785934223e-11,2.66378272012633,8.5795925023952
"FBgn0024315",35.0832953707118,32.9612026798987,31.9755057998317,112.600867533022,115.405516374923,122.018511413142,2.78173834651411e-15,1.80720662905548,5.03899534640903e-17,3.49964025742197,14.5556837226579
"FBgn0265530",23.0547369578963,29.9647297089988,21.9831602373843,58.7916034021973,65.2292049075654,44.0066762473626,0.000574878985919239,1.16353264726878,5.31684226038331e-05,2.2400526587111,3.24042356622986
"FBgn0034160",23.0547369578963,20.9753107962992,22.982394793629,47.8304570051775,61.2150999901768,33.005007185522,0.0045845275133732,1.08377626369228,0.000569098094881587,2.11957683268585,2.33870541657159
"FBgn0063498",186.44265539864,142.831878279561,172.86757823034,335.809666890517,370.301178629102,363.055079040742,1.98985649805866e-16,1.09036341176734,3.19839161570853e-18,2.12927665755328,15.7011782423584
"FBgn0034389",43.1023343125887,43.948270239865,51.9601969247265,158.43838882965,171.602985218364,131.019877009193,5.34584557991292e-17,1.72966252345581,7.86613186429353e-19,3.31650229326145,16.271983590428
"FBgn0264753",35.0832953707118,22.9729594435658,28.9778021310974,153.456049558278,167.588880300976,175.026553256556,1.6560658658467e-31,2.51110533653366,8.02787382346915e-34,5.70056666098618,30.780922394239
"FBgn0034636",6.01427920640773,2.99647297089988,4.9961727812237,21.9222927940397,27.0952081923733,23.0034898565759,4.58205176620943e-05,2.36252177760064,3.22070483885877e-06,5.14268496162007,4.33894000863154
"FBgn0034736",57.1356524608734,49.9412161816647,46.9640241435028,295.950952719536,349.227127812812,288.043699073646,1.29763037185317e-55,2.59895206400058,2.31749269115249e-58,6.05846395738195,54.8868489980791
"FBgn0040091",574.363664211938,524.38276990748,495.620339897391,1178.82147160677,1179.14331948291,1412.21424684718,1.54870179512983e-38,1.24168336006283,5.13665603691487e-41,2.36474293429034,37.8100321982494
"FBgn0034804",19.0452174869578,15.9811891781327,18.9854565686501,37.8657784624322,38.1339967151921,46.0069797131518,0.00279268294217945,1.17566948955642,0.00031777945967905,2.25897685546746,2.5539783676567
"FBgn0261584",61.1451719318119,65.9224053597975,57.9556042621949,198.297103000632,192.677036034655,195.029587914448,1.52590187947611e-21,1.66320399403393,1.49884481081337e-23,3.16719126598574,20.816473392051
"FBgn0034897",411.978125638929,396.533256482418,351.730563798148,1155.90271095846,1263.43952274808,1171.17767921958,2.01890775459666e-74,1.62977782272633,1.54527956723817e-77,3.09465336896766,73.6948835238423
"FBgn0035085",226.537850108024,185.781324195793,182.859923792787,717.456855077662,789.775142496215,809.122751911736,1.78857431430873e-72,1.96054020475762,1.82530865090826e-75,3.89207687156708,71.7474930104361
"FBgn0023549",84.1999088897082,90.8930134506298,89.9311100620266,235.166413608789,228.803980291153,237.035960696021,1.67694535831846e-19,1.40327554551207,1.9894874132366e-21,2.64501434284273,18.7754810882391
"FBgn0029896",172.409337250355,162.808364752227,166.872170892872,628.771216047229,684.404888414763,599.090888003868,7.18189540619175e-68,1.92925970558776,9.16174946573765e-71,3.80859717384271,67.1437609240282
"FBgn0029950",14.0333181482847,10.9870675599662,18.9854565686501,33.8799070453341,40.1410491738864,18.0027311921029,0.0380840652749251,1.06419552574303,0.00716110629101157,2.09100357098523,1.41925669914697
"FBgn0030041",29.069016164304,18.9776621490326,24.9808639061185,117.583206804395,122.430199980354,136.020635673666,1.18395548862292e-22,2.3645650096898,1.01192776805377e-24,5.14997350353211,21.9266646248165
"FBgn0003360",1000.37510799915,1138.65972894196,1115.14576476913,5421.78159510772,5009.60293690103,5501.83468265322,3.86372966963712e-223,2.29164877501481,4.92885529995806e-227,4.89615345295984,222.412993267115
"FBgn0003366",5.01189933867311,9.98824323633295,7.99387644995792,25.9081642111378,17.0599458989017,26.0039450552597,0.00564253701511709,1.58461893864626,0.000724841787756463,2.9992856678079,2.24852558326334
"FBgn0030326",86.2046686251775,81.9035945379302,61.9525424871739,137.512563889885,131.461936044478,195.029587914448,2.4403805106198e-06,1.01221099731274,1.36977602331001e-07,2.01699987887314,5.61254245203077
"FBgn0263257",49.1166135189965,52.9376891525646,42.9670859185238,98.6503175731786,94.3314655586331,104.015780221039,1.15504668773482e-05,1.03421528921801,7.17575885861536e-07,2.047999395095,4.93740046095295
"FBgn0030904",8.01903894187697,4.99412161816647,10.9915801186921,18.9328892312161,20.0705245869432,20.0030346578921,0.0361040183016949,1.29756210862612,0.00670128162124838,2.45813152139381,1.44244445933715
"FBgn0264090",10.0237986773462,13.9835405308661,10.9915801186921,32.8834391910595,34.1198917978035,27.0040967881543,0.002051569235077,1.42528646802506,0.000225596719050437,2.68567823298471,2.68791382215087
"FBgn0085359",4.00951947093849,12.9847162072328,9.9923455624474,92.6715104475314,66.2327311369126,99.0150215565659,2.8300237949588e-21,3.2560230386165,2.84780929904095e-23,9.55345805600311,20.5482099128941
"FBgn0027279",1705.04815501659,1675.02839073304,1655.73165969753,3340.16024752823,3518.36296009114,3268.49586309957,5.76391273576183e-57,1.00790934220201,8.82344085076438e-60,2.01099478752862,56.2392826029212
"FBgn0031258",74.176110212362,76.9094729197637,72.944122605866,178.367745915141,188.662931117266,148.022456468402,5.89714059050777e-11,1.20099221508219,1.7829089424038e-12,2.29897729053871,10.2293585183212
"FBgn0043364",609.44695958265,682.19701304154,720.448115052457,1536.55343129133,1263.43952274808,1304.19785969457,3.57464749076811e-27,1.02841307175165,2.14323806692309e-29,2.03977931102825,26.4467667791391
"FBgn0267992",177.421236589028,152.820121515894,169.869874561606,520.156219931305,631.217998259364,426.064638213102,1.4590271931165e-31,1.65724961567844,6.88659346157809e-34,3.15414638069671,30.8359366137197
"FBgn0031322",203.483113150128,178.78955393036,240.815528054982,459.371680820559,445.565645830139,521.079052838089,2.8300237949588e-21,1.19449074653174,2.85204592169595e-23,2.2886403169322,20.5482099128941
"FBgn0283531",16.0380778837539,14.9823648544994,13.9892837874264,33.8799070453341,41.1445754032336,33.005007185522,0.00280161529535679,1.26304912923982,0.000319153266839343,2.40002449329468,2.55259150023303
"FBgn0031548",24.0571168256309,14.9823648544994,23.9816293498737,52.8127962765501,57.2009950727882,61.0092557065709,1.34799634627331e-05,1.44040187576055,8.5980121589062e-07,2.71396454899737,4.87031128494869
"FBgn0020376",21.0499772224271,12.9847162072328,21.9831602373843,37.8657784624322,42.1481016325807,44.0066762473626,0.00379466960914133,1.14669753068938,0.000451642651528111,2.21406492886206,2.42082603088131
"FBgn0031703",40.0951947093849,36.9564999744319,35.9724440248106,115.590271095846,119.419621292312,127.019270077615,3.85586958517442e-14,1.67951875623775,7.87012544492801e-16,3.20321082825965,13.4138776634095
"FBgn0259714",71.1689706091581,77.908297243397,72.944122605866,158.43838882965,146.514829484685,152.02306339998,2.2108966069207e-08,1.04143260244921,9.16623800547554e-10,2.05827051042858,7.65543156682596
"FBgn0259715",406.966226300256,380.552067304285,333.744341785743,1037.32303629979,1111.90706211665,1226.18602452879,3.09056049030597e-59,1.58996945980181,4.33679874899421e-62,3.01042976680461,58.5099627517166
"FBgn0040099",379.901969871422,367.567351097052,373.713724035533,1091.13230043061,1025.6038063928,1059.16068513539,6.24660353463969e-69,1.50217841001399,7.17176065974706e-72,2.83270115905395,68.2043560573935
"FBgn0001137",245.583067594982,209.753107962992,238.817058942493,464.354020091931,474.667906481207,525.079659769668,7.27380862210493e-21,1.07672731717859,7.60878054614879e-23,2.10924592930036,20.1382381296571
