Id	Ctrl1	Ctrl3	Ctrl4	RNAi1	RNAi3	RNAi4	norm.Ctrl1	norm.Ctrl3	norm.Ctrl4	norm.RNAi1	norm.RNAi3	norm.RNAi4	baseMean	Untreated	RNAi	FoldChange	log2FoldChange	stat	pvalue	padj	dispGeneEst	dispFit	dispMAP	dispersion	betaConv	maxCooks
FBgn0050185	777	224	275	1045	401	451	391	350	392	533	561	553	463.3	378	549	1.445	0.531	4.559	5.14286122965594e-06	8.24519762671949e-05	0	0.0102	0.0074	0.0074	TRUE	NA
FBgn0002543	1431	637	536	2178	909	955	721	996	764	1111	1271	1171	1005.42	827	1184	1.441	0.527	4.558	5.15777486642691e-06	8.25428845110973e-05	0.0112	0.0071	0.0085	0.0085	TRUE	NA
FBgn0031538	287	116	149	456	216	269	145	181	212	233	302	330	233.75	179	288	1.606	0.683	4.555	5.24952309658923e-06	8.38608966950659e-05	0	0.0157	0.0115	0.0115	TRUE	NA
FBgn0265413	3679	1495	1879	6220	2223	2644	1853	2336	2677	3172	3109	3241	2731.41	2289	3174	1.403	0.489	4.545	5.4824803582582e-06	8.72701418881386e-05	0.0131	0.0055	0.0079	0.0079	TRUE	NA
FBgn0037213	848	324	285	1206	451	594	427	506	406	615	631	728	552.23	446	658	1.473	0.559	4.524	6.07672521114657e-06	9.60445241336971e-05	0.0081	0.0093	0.009	0.009	TRUE	NA
FBgn0085339	2334	702	745	2767	1157	1224	1176	1097	1062	1411	1618	1500	1310.61	1112	1510	1.352	0.435	4.521	6.15271431287297e-06	9.70737434875542e-05	0.0045	0.0065	0.0058	0.0058	TRUE	NA
FBgn0261444	1212	457	372	1669	681	747	610	714	530	851	952	916	762.31	618	906	1.463	0.549	4.516	6.30496074729512e-06	9.9300351804842e-05	0.0127	0.008	0.0092	0.0092	TRUE	NA
FBgn0037632	11332	4268	5066	13664	6206	7091	5708	6670	7219	6968	8680	8691	7322.53	6532	8113	1.24	0.311	4.512	6.4131621733639e-06	0.000100826651774894	8e-04	0.0049	0.0033	0.0033	TRUE	NA
FBgn0259734	477	186	156	740	274	332	240	291	222	377	383	407	320.12	251	389	1.554	0.636	4.499	6.83128156197281e-06	0.000107023411137574	0.0046	0.0127	0.0109	0.0109	TRUE	NA
FBgn0025865	8094	3179	3256	9844	4224	4976	4077	4968	4639	5020	5908	6099	5118.49	4561	5676	1.244	0.314	4.498	6.8675528980068e-06	0.000107403235340106	6e-04	0.005	0.0033	0.0033	TRUE	NA
FBgn0262081	13232	4794	4434	16854	6637	7137	6665	7492	6318	8594	9283	8748	7849.92	6825	8875	1.3	0.379	4.495	6.95480700788907e-06	0.00010857766884694	0.0051	0.0049	0.005	0.005	TRUE	NA
FBgn0000490	319	114	98	512	208	202	161	178	140	261	291	248	213.01	160	267	1.668	0.738	4.489	7.14398553004505e-06	0.000110949201362265	0.0051	0.0168	0.0141	0.0141	TRUE	NA
FBgn0029856	400	81	133	750	182	206	201	127	190	382	255	252	234.51	173	296	1.71	0.774	4.489	7.16634988692746e-06	0.000111103306406705	0.0184	0.0157	0.0162	0.0162	TRUE	NA
FBgn0035173	792	312	266	1192	443	506	399	488	379	608	620	620	518.86	422	616	1.466	0.552	4.482	7.38284925794295e-06	0.000114063743725658	0.0069	0.0096	0.0088	0.0088	TRUE	NA
FBgn0013997	3149	1141	1084	4567	1651	1646	1586	1783	1545	2329	2309	2017	1928.22	1638	2218	1.357	0.44	4.48	7.44874043021722e-06	0.000114684917313517	0.0073	0.0059	0.0064	0.0064	TRUE	NA
FBgn0033368	107	24	30	189	76	86	54	38	43	96	106	105	73.7	45	102	2.242	1.165	4.464	8.0576480270025e-06	0.000123421607000227	0	0.0399	0.0321	0.0321	TRUE	NA
FBgn0000053	3162	1292	1471	3922	1888	2087	1593	2019	2096	2000	2641	2558	2151.06	1903	2400	1.26	0.334	4.455	8.37398260036583e-06	0.00012782848653208	0	0.0057	0.0035	0.0035	TRUE	NA
FBgn0003447	44	15	23	149	44	57	22	23	33	76	62	70	47.63	26	69	2.724	1.446	4.454	8.41215083944338e-06	0.000127973606467171	0	0.0593	0.0478	0.0478	TRUE	NA
FBgn0040070	6583	1946	2534	8494	3049	3565	3316	3041	3611	4331	4264	4370	3822.16	3323	4322	1.301	0.379	4.449	8.62176172740494e-06	0.000130274673816795	0.0045	0.0052	0.0049	0.0049	TRUE	NA
FBgn0038545	127	26	41	278	70	85	64	41	58	142	98	104	84.48	54	115	2.109	1.076	4.448	8.68322074589054e-06	0.000130981691318923	0	0.0354	0.0273	0.0273	TRUE	NA
FBgn0035091	774	188	255	1102	358	390	390	294	363	562	501	478	431.28	349	514	1.469	0.555	4.445	8.7689030320473e-06	0.000132051102995249	0.0016	0.0106	0.0086	0.0086	TRUE	NA
FBgn0029664	1026	331	384	1527	482	608	517	517	547	779	674	745	629.87	527	733	1.396	0.482	4.435	9.21212057132085e-06	0.000137565613213872	0.0023	0.0087	0.0067	0.0067	TRUE	NA
FBgn0030863	3273	881	899	4043	1228	1427	1648	1377	1281	2062	1718	1749	1639.09	1435	1843	1.285	0.362	4.43	9.40770225760295e-06	0.00013955279262524	0	0.0061	0.0041	0.0041	TRUE	NA
FBgn0010551	5540	1941	2257	6900	2705	3283	2790	3033	3216	3519	3783	4024	3394.25	3013	3775	1.253	0.326	4.424	9.68252832620194e-06	0.000143391339888861	6e-04	0.0053	0.0036	0.0036	TRUE	NA
FBgn0053105	1060	191	316	1596	471	450	534	298	450	814	659	552	551.14	427	675	1.579	0.659	4.411	1.02844960086066e-05	0.000151552061644978	0.0307	0.0093	0.0139	0.0139	TRUE	NA
FBgn0051460	377	99	150	674	203	233	190	155	214	344	284	286	245.26	186	305	1.64	0.714	4.409	1.03912854154488e-05	0.000152873441120194	0.0108	0.0152	0.0142	0.0142	TRUE	NA
FBgn0031268	164	67	58	350	106	135	83	105	83	178	148	165	127.03	90	164	1.856	0.892	4.375	1.21498548653083e-05	0.000176853628770589	0.0066	0.0251	0.0208	0.0208	TRUE	NA
FBgn0264305	1879	731	694	2737	955	1139	946	1142	989	1396	1336	1396	1200.86	1026	1376	1.348	0.431	4.375	1.2159924755335e-05	0.000176853628770589	0.0047	0.0067	0.0061	0.0061	TRUE	NA
FBgn0034029	855	256	322	1291	405	491	431	400	459	658	566	602	519.35	430	609	1.421	0.507	4.37	1.24450181581712e-05	0.000180412357390371	0.0022	0.0096	0.0076	0.0076	TRUE	NA
FBgn0001206	1027	323	356	1306	522	583	517	505	507	666	730	715	606.66	510	704	1.373	0.457	4.366	1.26362557125534e-05	0.000182887785272451	0	0.0088	0.0061	0.0061	TRUE	NA
FBgn0038815	262	90	91	469	157	167	132	141	130	239	220	205	177.62	134	221	1.663	0.734	4.365	1.26897769583413e-05	0.000183068995537945	0	0.0192	0.014	0.014	TRUE	NA
FBgn0036449	3138	886	951	3766	1269	1510	1581	1385	1355	1920	1775	1851	1644.38	1440	1849	1.283	0.36	4.357	1.31611089402391e-05	0.000189562423929573	0	0.0061	0.0042	0.0042	TRUE	NA
FBgn0030433	652	251	324	1078	416	467	328	392	462	550	582	572	481.04	394	568	1.461	0.547	4.342	1.41238155331206e-05	0.000202124475498024	0.0071	0.01	0.0091	0.0091	TRUE	NA
FBgn0030456	1108	392	409	1456	582	654	558	613	583	742	814	802	685.26	585	786	1.344	0.426	4.334	1.46375738693769e-05	0.000208807563344306	0	0.0083	0.0054	0.0054	TRUE	NA
FBgn0040308	1269	375	475	1779	597	689	639	586	677	907	835	844	748.12	634	862	1.362	0.446	4.333	1.46980630665285e-05	0.000209336049735406	0.0016	0.008	0.0061	0.0061	TRUE	NA
FBgn0039869	3426	875	951	4155	1231	1585	1726	1367	1355	2119	1722	1943	1705.22	1483	1928	1.303	0.382	4.32	1.56199497653762e-05	0.000221758587289045	0.0029	0.0061	0.0049	0.0049	TRUE	NA
FBgn0026179	799	274	243	1048	466	464	402	428	346	534	652	569	488.63	392	585	1.48	0.566	4.318	1.57798309283371e-05	0.000223040556405028	0.0105	0.0099	0.0101	0.0101	TRUE	NA
FBgn0030305	816	259	329	1178	492	464	411	405	469	601	688	569	523.68	428	619	1.445	0.531	4.318	1.5775048192852e-05	0.000223040556405028	0.0069	0.0095	0.0088	0.0088	TRUE	NA
FBgn0263118	680	201	212	928	318	374	342	314	302	473	445	458	389.18	319	459	1.433	0.519	4.317	1.57851771162349e-05	0.000223040556405028	0	0.0112	0.0076	0.0076	TRUE	NA
FBgn0063667	8	1	4	42	20	25	4	2	6	21	28	31	15.22	4	27	6.621	2.727	4.316	1.59159162211233e-05	0.000224532593767189	0.0064	0.176	0.1389	0.1389	TRUE	NA
FBgn0033663	32719	11711	13718	37777	16804	19506	16479	18302	19547	19264	23503	23908	20167.17	18109	22225	1.224	0.291	4.314	1.60175212678257e-05	0.000225254275467218	0.0019	0.0047	0.0032	0.0032	TRUE	NA
FBgn0051614	616	168	151	1183	261	252	310	263	215	603	365	309	344.19	263	426	1.596	0.675	4.303	1.68527173382062e-05	0.000235761772145379	0.0193	0.0121	0.0141	0.0141	TRUE	NA
FBgn0017577	2200	772	876	2869	1162	1224	1108	1206	1248	1463	1625	1500	1358.54	1187	1529	1.29	0.367	4.301	1.70061673067404e-05	0.000237289178201862	0	0.0065	0.0044	0.0044	TRUE	NA
FBgn0034753	11975	4713	6054	14785	7226	8512	6031	7366	8626	7539	10106	10433	8350.37	7341	9359	1.273	0.348	4.294	1.75314343062823e-05	0.000243856243543771	0.0052	0.0048	0.0046	0.0046	TRUE	NA
FBgn0051219	2643	990	1199	4958	1443	1677	1331	1547	1708	2528	2018	2055	1864.8	1529	2200	1.443	0.529	4.29	1.7868185950784e-05	0.000247768479100158	0.022	0.0059	0.0104	0.0104	TRUE	NA
FBgn0032444	8440	3352	4045	10167	4904	5600	4251	5239	5764	5185	6859	6864	5693.41	5085	6303	1.238	0.308	4.277	1.89016731538978e-05	0.000261287834774469	0.0012	0.005	0.0035	0.0035	TRUE	NA
FBgn0036641	300	117	151	555	201	242	151	183	215	283	281	297	234.98	183	287	1.597	0.676	4.242	2.21261375459252e-05	0.00030258255480109	0.0075	0.0156	0.0135	0.0135	TRUE	NA
FBgn0039562	28975	11186	13200	33097	16250	19055	14594	17482	18809	16877	22728	23355	18974.09	16962	20987	1.231	0.299	4.228	2.36276467717056e-05	0.000321148988845252	0.0019	0.0047	0.0036	0.0036	TRUE	NA
FBgn0028434	125	25	50	237	83	104	63	39	71	121	116	127	89.61	58	121	2.081	1.057	4.216	2.48513677467846e-05	0.000336756773867658	0.021	0.0337	0.0317	0.0317	TRUE	NA
FBgn0004584	3572	1047	1202	4271	1532	1756	1799	1636	1713	2178	2143	2152	1936.84	1716	2158	1.256	0.329	4.214	2.50792430057602e-05	0.000338816399457547	0	0.0059	0.0038	0.0038	TRUE	NA
FBgn0013347	1175	265	370	1584	467	579	592	414	527	808	653	710	617.29	511	724	1.415	0.501	4.203	2.63811238803854e-05	0.0003553294664432	0.0074	0.0088	0.0084	0.0084	TRUE	NA
FBgn0030040	3206	1231	1528	3784	1921	2452	1615	1924	2177	1930	2687	3005	2222.93	1905	2541	1.318	0.399	4.201	2.65287759316188e-05	0.000356780073899632	0.0066	0.0057	0.006	0.006	TRUE	NA
FBgn0026430	1648	636	661	2104	885	1021	830	994	942	1073	1238	1251	1054.66	922	1187	1.289	0.366	4.196	2.71662410257594e-05	0.000364803808060197	0	0.007	0.0045	0.0045	TRUE	NA
FBgn0032805	337	91	92	625	156	155	170	142	131	319	218	190	194.99	148	242	1.639	0.713	4.19	2.78840455995957e-05	0.000371094675416378	0.0066	0.0179	0.0147	0.0147	TRUE	NA
FBgn0031816	247	92	109	369	176	203	124	144	155	188	246	249	184.44	141	228	1.598	0.676	4.181	2.90063698939732e-05	0.000383743530597305	0	0.0187	0.0129	0.0129	TRUE	NA
FBgn0034249	870	255	362	1141	491	556	438	399	516	582	687	681	550.43	451	650	1.431	0.517	4.164	3.13164916692854e-05	0.000411259221480468	0.0086	0.0093	0.0091	0.0091	TRUE	NA
FBgn0011674	180	47	59	312	99	119	91	73	84	159	138	146	115.27	83	148	1.783	0.834	4.154	3.26055737302689e-05	0.000427559138636272	0	0.0272	0.019	0.019	TRUE	NA
FBgn0034259	1558	486	608	2091	725	929	785	760	866	1066	1014	1139	938.25	804	1073	1.337	0.418	4.154	3.2673107298696e-05	0.000427816492928673	0.003	0.0073	0.0061	0.0061	TRUE	NA
FBgn0031048	1328	526	621	1593	826	991	669	822	885	812	1155	1215	926.34	792	1061	1.323	0.404	4.148	3.35444970301556e-05	0.000437828354325523	0.0023	0.0073	0.0057	0.0057	TRUE	NA
FBgn0051216	2546	853	884	3574	1113	1326	1282	1333	1260	1823	1557	1625	1479.91	1292	1668	1.294	0.372	4.148	3.35848177730104e-05	0.000437828354325523	0.0026	0.0063	0.005	0.005	TRUE	NA
FBgn0031245	288	93	128	495	175	206	145	145	182	252	245	252	203.74	157	250	1.598	0.677	4.137	3.51290461400469e-05	0.00045729210208545	0.0017	0.0173	0.0138	0.0138	TRUE	NA
FBgn0051116	257	88	100	429	159	172	129	138	142	219	222	211	176.9	136	217	1.602	0.679	4.119	3.80676537184911e-05	0.000493387732519776	0	0.0193	0.0133	0.0133	TRUE	NA
FBgn0037717	806	285	343	1079	458	519	406	445	489	550	641	636	527.84	447	609	1.362	0.446	4.117	3.83310266314139e-05	0.000496081257708008	0	0.0095	0.0064	0.0064	TRUE	NA
FBgn0033268	112	40	52	202	86	120	56	63	74	103	120	147	93.9	64	123	1.905	0.93	4.113	3.89739767272845e-05	0.000503672376519031	0	0.0323	0.0245	0.0245	TRUE	NA
FBgn0022774	1231	538	607	1641	770	887	620	841	865	837	1077	1087	887.78	775	1000	1.297	0.376	4.103	4.07873469024608e-05	0.000526341516623	0	0.0075	0.0048	0.0048	TRUE	NA
FBgn0262782	3760	1567	2039	5166	2331	2806	1894	2449	2905	2634	3260	3439	2763.65	2416	3111	1.297	0.375	4.099	4.1579334177192e-05	0.000535019386458681	0.006	0.0055	0.0057	0.0057	TRUE	NA
FBgn0039644	1845	618	670	2422	875	968	929	966	955	1235	1224	1186	1082.52	950	1215	1.282	0.358	4.097	4.18327749629704e-05	0.000537506014991835	0	0.0069	0.0045	0.0045	TRUE	NA
FBgn0036272	1482	481	551	1777	758	856	746	752	785	906	1060	1049	883.13	761	1005	1.312	0.391	4.088	4.35205251849056e-05	0.000556788380947288	0.0011	0.0075	0.0054	0.0054	TRUE	NA
FBgn0085354	226	62	98	351	142	186	114	97	140	179	199	228	159.32	117	202	1.709	0.773	4.048	5.1661227918667e-05	0.000651602775866802	0.0126	0.0209	0.0192	0.0192	TRUE	NA
FBgn0032436	13	6	4	62	31	18	7	9	6	32	43	22	19.78	7	32	4.543	2.184	4.047	5.1850421437897e-05	0.000652618951403835	0	0.1365	0.12	0.12	TRUE	NA
FBgn0038043	591	195	238	744	342	425	298	305	339	379	478	521	386.7	314	459	1.442	0.528	4.047	5.18879569425221e-05	0.000652618951403835	0.005	0.0113	0.0094	0.0094	TRUE	NA
FBgn0261244	2565	822	895	3110	1214	1294	1292	1285	1275	1586	1698	1586	1453.62	1284	1623	1.262	0.336	4.044	5.24641359035807e-05	0.000658937740673664	0	0.0063	0.0042	0.0042	TRUE	NA
FBgn0016697	1459	621	756	2197	929	1013	735	971	1077	1120	1299	1242	1073.98	928	1220	1.334	0.416	4.028	5.63538665181033e-05	0.000700010950759286	0.0061	0.007	0.0067	0.0067	TRUE	NA
FBgn0013720	563	190	244	767	325	391	284	297	348	391	455	479	375.52	310	442	1.421	0.507	4.024	5.72011750609697e-05	0.000709453462908971	0	0.0115	0.0086	0.0086	TRUE	NA
FBgn0030241	1674	772	775	2067	1058	1219	843	1206	1104	1054	1480	1494	1196.97	1051	1343	1.274	0.35	4.023	5.75210818757055e-05	0.00071144496004162	0	0.0067	0.0045	0.0045	TRUE	NA
FBgn0028991	421	88	91	607	171	167	212	138	130	310	239	205	205.44	160	251	1.573	0.654	4.019	5.84398228596284e-05	0.000721808600465397	0	0.0172	0.0133	0.0133	TRUE	NA
FBgn0028670	5760	2197	2618	6817	3157	3648	2901	3434	3730	3476	4415	4471	3738	3355	4121	1.226	0.294	4.013	5.99940730129594e-05	0.000739982143654319	8e-04	0.0052	0.0036	0.0036	TRUE	NA
FBgn0040238	3223	1204	1199	4308	1537	1817	1623	1882	1708	2197	2150	2227	1964.5	1738	2191	1.265	0.339	4.007	6.15770026316559e-05	0.000757414095730974	0.0023	0.0059	0.0046	0.0046	TRUE	NA
FBgn0037028	562	141	189	783	244	363	283	220	269	399	341	445	326.37	257	395	1.529	0.613	4.001	6.2985225731084e-05	0.00077217195245997	0.0159	0.0125	0.0134	0.0134	TRUE	NA
FBgn0026380	1898	632	788	2405	1064	1071	956	988	1123	1226	1488	1313	1182.29	1022	1342	1.31	0.39	3.999	6.37200391620399e-05	0.000779479383173995	0.0041	0.0067	0.0059	0.0059	TRUE	NA
FBgn0020391	327	122	145	507	227	223	165	191	207	259	317	273	235.22	188	283	1.516	0.601	3.993	6.51863985170931e-05	0.00079523844092574	0	0.0156	0.0116	0.0116	TRUE	NA
FBgn0030344	2476	825	872	3199	1109	1270	1247	1289	1243	1631	1551	1557	1419.65	1260	1580	1.256	0.329	3.985	6.74245932095191e-05	0.000819185873960552	0	0.0064	0.0041	0.0041	TRUE	NA
FBgn0261931	2088	796	746	2682	1036	1246	1052	1244	1063	1368	1449	1527	1283.74	1120	1448	1.295	0.372	3.979	6.92104389218223e-05	0.000839740787461784	0.0029	0.0066	0.0055	0.0055	TRUE	NA
FBgn0264743	2359	892	946	3354	1172	1361	1188	1394	1348	1710	1639	1668	1491.3	1310	1672	1.285	0.361	3.97	7.20220684939943e-05	0.000866788506268692	0.0033	0.0063	0.0052	0.0052	TRUE	NA
FBgn0035523	79	10	23	180	65	41	40	16	33	92	91	50	53.52	30	78	2.626	1.393	3.968	7.23869640958688e-05	0.00087000752271347	0.0967	0.0533	0.0623	0.0623	TRUE	NA
FBgn0267408	5072	1899	2043	5889	2574	3008	2555	2968	2911	3003	3600	3687	3120.57	2811	3430	1.217	0.283	3.967	7.28816283991845e-05	0.00087360126389895	2e-04	0.0054	0.0033	0.0033	TRUE	NA
FBgn0033205	2733	920	1146	4076	1361	1504	1377	1438	1633	2079	1904	1843	1712.12	1483	1942	1.314	0.394	3.961	7.45674573111326e-05	0.000890223788487185	0.0071	0.0061	0.0065	0.0065	TRUE	NA
FBgn0032421	202	88	119	429	143	210	102	138	170	219	200	257	180.83	137	225	1.705	0.77	3.956	7.62292523510404e-05	0.000907636297993054	0.0269	0.019	0.021	0.021	TRUE	NA
FBgn0038453	1754	482	534	2403	675	763	883	753	761	1225	944	935	917.04	799	1035	1.294	0.372	3.955	7.66906020450373e-05	0.000911913550282535	9e-04	0.0074	0.0051	0.0051	TRUE	NA
FBgn0038261	22	15	9	68	40	39	11	23	13	35	56	48	30.96	16	46	2.972	1.572	3.951	7.78256261679623e-05	0.000922951980982608	0	0.0888	0.069	0.069	TRUE	NA
FBgn0036560	18	4	5	74	14	32	9	6	7	38	20	39	19.83	7	32	4.299	2.104	3.939	8.18195955163588e-05	0.000963916870661061	0	0.1361	0.1174	0.1174	TRUE	NA
FBgn0038107	2179	701	947	2710	1137	1422	1097	1096	1349	1382	1590	1743	1376.25	1181	1572	1.325	0.407	3.936	8.2682384447075e-05	0.000972798014640817	0.0086	0.0064	0.0069	0.0069	TRUE	NA
FBgn0083983	167	27	54	338	82	88	84	42	77	172	115	108	99.69	68	132	1.933	0.951	3.936	8.28855009079061e-05	0.000973904635667897	0.0219	0.0307	0.0294	0.0294	TRUE	NA
FBgn0034390	1217	459	546	1531	708	790	613	717	778	781	990	968	807.92	703	913	1.296	0.374	3.929	8.53840384138881e-05	0.0010006292165827	0	0.0078	0.0052	0.0052	TRUE	NA
FBgn0052436	572	252	212	938	363	365	288	394	302	478	508	447	402.9	328	478	1.473	0.558	3.923	8.7582838587123e-05	0.00102237222036995	0.0142	0.011	0.0118	0.0118	TRUE	NA
FBgn0031992	473	66	101	704	148	163	238	103	144	359	207	200	208.51	162	255	1.583	0.662	3.919	8.87373891579938e-05	0.0010304614891819	0.0027	0.017	0.0145	0.0145	TRUE	NA
FBgn0030466	4316	1789	1714	5091	2506	2692	2174	2796	2442	2596	3505	3300	2802.1	2471	3134	1.262	0.336	3.918	8.93508696937586e-05	0.00103379185343809	0.0039	0.0055	0.0049	0.0049	TRUE	NA
